,year,rank,title,artist
551,1959,50,What'd I Say,Ray Charles
552,1959,51,Broken Hearted Melody,Sarah Vaughan
553,1959,52,Only You (And You Alone),Franck Pourcel
554,1959,53,Gotta Travel On,Billy Grammer
555,1959,54,Poison Ivy,The Coasters
556,1959,55,Turn Me Loose,Fabian
557,1959,56,Lonely Teardrops,Jackie Wilson
558,1959,57,Hawaiian Wedding Song,Andy Williams
559,1959,58,Forty Miles of Bad Road,Duane Eddy
560,1959,59,Just Ask Your Heart,Frankie Avalon
561,1959,60,Tell Him No,Travis and Bob
562,1959,61,Frankie,Connie Francis
563,1959,62,I've Had It,The Bell Notes
564,1959,63,I Cried a Tear,LaVern Baker
565,1959,64,Enchanted,The Platters
566,1959,65,Since I Don't Have You,The Skyliners
567,1959,66,Peter Gunn Theme,Ray Anthony
568,1959,67,The Chipmunk Song (Christmas Don't Be Late),The Chipmunks
569,1959,68,I Want to Walk You Home,Fats Domino
570,1959,69,So Fine,The Fiestas
571,1959,70,Bobby Sox to Stockings,Frankie Avalon
572,1959,71,The Deck of Cards,Wink Martindale
573,1959,72,A Lover's Question,Clyde McPhatter
574,1959,73,I Only Have Eyes for You,The Flamingos
575,1959,74,It's Late,Ricky Nelson
576,1959,75,Petite Fleur,Chris Barber's Jazz Band
577,1959,76,Tall Paul,Annette Funicello
578,1959,77,The Tijuana Jail,The Kingston Trio
579,1959,78,Just a Little Too Much,Ricky Nelson
580,1959,79,Goodbye Baby,Jack Scott
581,1959,80,Along Came Jones,The Coasters
582,1959,81,Three Stars,Tommy Dee
583,1959,82,A Boy Without a Girl,Frankie Avalon
584,1959,83,Sweeter Than You,Ricky Nelson
585,1959,84,It Was I,Skip & Flip
586,1959,85,"Goodbye Jimmy, Goodbye",Kathy Linden
587,1959,86,Manhattan Spiritual,Reg Owen Orchestra
588,1959,87,Endlessly,Brook Benton
589,1959,88,Heartaches by the Number,Guy Mitchell
590,1959,89,Sea Cruise,Frankie Ford
591,1959,90,That's Why (I Love You So),Jackie Wilson
592,1959,91,You're So Fine,The Falcons
593,1959,92,Kissin' Time,Bobby Rydell
594,1959,93,My Wish Came True,Elvis Presley
595,1959,94,Morgen,Ivo Robić
596,1959,95,Baby Talk,Jan and Dean
597,1959,96,Take a Message to Mary,The Everly Brothers
598,1959,97,The Battle Hymn of the Republic,Mormon Tabernacle Choir
599,1959,98,Bongo Rock,Preston Epps
600,1959,99,In the Mood,Ernie Fields
601,1959,100,Seven Little Girls Sitting in the Back Seat,Paul Evans
602,1960,,,
603,1960,1,Theme from A Summer Place,Percy Faith
604,1960,2,He'll Have to Go,Jim Reeves
605,1960,3,Cathy's Clown,The Everly Brothers
606,1960,4,Running Bear,Johnny Preston
607,1960,5,Teen Angel,Mark Dinning
608,1960,6,I'm Sorry,Brenda Lee
609,1960,7,It's Now or Never,Elvis Presley
610,1960,8,Handy Man,Jimmy Jones
611,1960,9,Stuck on You,Elvis Presley
612,1960,10,The Twist,Chubby Checker
613,1960,11,Everybody's Somebody's Fool,Connie Francis
614,1960,12,Wild One,Bobby Rydell
615,1960,13,Greenfields,The Brothers Four
616,1960,14,What in the World's Come Over You,Jack Scott
617,1960,15,El Paso,Marty Robbins
618,1960,16,Alley Oop,The Hollywood Argyles
619,1960,17,My Heart Has a Mind of Its Own,Connie Francis
620,1960,18,Sweet Nothin's,Brenda Lee
621,1960,19,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland
622,1960,20,Only the Lonely,Roy Orbison
623,1960,21,Where or When,Dion and the Belmonts
624,1960,22,Sixteen Reasons,Connie Stevens
625,1960,23,Puppy Love,Paul Anka
626,1960,24,Why,Frankie Avalon
627,1960,25,"Walk, Don't Run",The Ventures
628,1960,26,Save the Last Dance for Me,The Drifters
629,1960,27,Baby (You've Got What It Takes),Dinah Washington
630,1960,28,Sink the Bismarck,Johnny Horton
631,1960,29,Chain Gang,Sam Cooke
632,1960,30,Let It Be Me,The Everly Brothers
633,1960,31,Good Timin',Jimmy Jones
634,1960,32,Beyond the Sea,Bobby Darin
635,1960,33,"Go, Jimmy, Go",Jimmy Clanton
636,1960,34,"""Night""",Jackie Wilson
637,1960,35,Burning Bridges,Jack Scott
638,1960,36,The Big Hurt,Toni Fisher
639,1960,37,Because They're Young,Duane Eddy
640,1960,38,Lonely Blue Boy,Conway Twitty
641,1960,39,Pretty Blue Eyes,Steve Lawrence
642,1960,40,Way Down Yonder in New Orleans,Freddy Cannon
643,1960,41,Paper Roses,Anita Bryant
644,1960,42,Mr. Custer,Larry Verne
645,1960,43,I Want to Be Wanted,Brenda Lee
646,1960,44,Mule Skinner Blues,The Fendermen
647,1960,45,Cradle of Love,Johnny Preston
648,1960,46,You Got What It Takes,Marv Johnson
649,1960,47,"Please Help Me, I'm Falling",Hank Locklin
650,1960,48,Love You So,Ron Holden
651,1960,49,Finger Poppin' Time,Hank Ballard
652,1960,50,Harbor Lights,The Platters
653,1960,51,Let the Little Girl Dance,Billy Bland
654,1960,52,He'll Have to Stay,Jeanne Black
655,1960,53,Theme from The Apartment,Ferrante & Teicher
656,1960,54,Volare,Bobby Rydell
657,1960,55,A Million to One,Jimmy Charles
658,1960,56,The Village of St. Bernadette,Andy Williams
659,1960,57,White Silver Sands,Bill Black's Combo
660,1960,58,The Old Lamp-Lighter,The Browns
661,1960,59,Devil or Angel,Bobby Vee
662,1960,60,Down by the Station,The Four Preps
663,1960,61,Forever,"The Little Dippers
"
664,1960,62,Image of a Girl,The Safaris
665,1960,63,Kiddio,Brook Benton
666,1960,64,Mission Bell,Donnie Brooks
667,1960,65,I Love the Way You Love,Marv Johnson
668,1960,66,"""It's Time to Cry""",Paul Anka
669,1960,67,Tell Laura I Love Her,Ray Peterson
670,1960,68,Mama,Connie Francis
671,1960,69,Footsteps,Steve Lawrence
672,1960,70,So Sad,The Everly Brothers
673,1960,71,That's All You Gotta Do,Brenda Lee
674,1960,72,Walking to New Orleans,Fats Domino
675,1960,73,Among My Souvenirs,Connie Francis
676,1960,74,Swingin' School,Bobby Rydell
677,1960,75,A Rockin' Good Way (To Mess Around and Fall in Love),Dinah Washington
678,1960,76,Stairway to Heaven,Neil Sedaka
679,1960,77,My Home Town,Paul Anka
680,1960,78,Georgia on My Mind,Ray Charles
681,1960,79,Cherry Pie,Skip & Flip
682,1960,80,Wonderful World,Sam Cooke
683,1960,81,Tracy's Theme,Spencer Ross
684,1960,82,"""Lady Luck""",Lloyd Price
685,1960,83,"""Step by Step""",The Crests
686,1960,84,"""Happy-Go-Lucky Me""",Paul Evans
687,1960,85,Young Emotions,Ricky Nelson
688,1960,86,Dreamin',Johnny Burnette
689,1960,87,Poetry in Motion,Johnny Tillotson
690,1960,88,"""O Dio Mio""",Annette Funicello
691,1960,89,You Talk Too Much,Joe Jones
692,1960,90,Beatnik Fly,Johnny and the Hurricanes
693,1960,91,When Will I Be Loved,The Everly Brothers
694,1960,92,Let's Think About Living,Bob Luman
695,1960,93,Heartaches by the Number,Guy Mitchell
696,1960,94,My Little Corner of the World,Anita Bryant
697,1960,95,Doggin' Around,Jackie Wilson
698,1960,96,Little Bitty Girl,Bobby Rydell
699,1960,97,Money (That's What I Want),Barrett Strong
700,1960,98,Stay,Maurice Williams and the Zodiacs
701,1960,99,"""Lonely Weekends""",Charlie Rich
702,1960,100,Sandy,Larry Hall
703,1961,,,
704,1961,1,Tossin' and Turnin',Bobby Lewis
705,1961,2,I Fall to Pieces,Patsy Cline
706,1961,3,Michael,The Highwaymen
707,1961,4,Crying,Roy Orbison
708,1961,5,Runaway,Del Shannon
709,1961,6,My True Story,The Jive Five
710,1961,7,Pony Time,Chubby Checker
711,1961,8,Wheels,The String-A-Longs
712,1961,9,Raindrops,Dee Clark
713,1961,10,Wooden Heart,Joe Dowell
714,1961,11,Calcutta,Lawrence Welk
715,1961,12,Take Good Care of My Baby,Bobby Vee
716,1961,13,Running Scared,Roy Orbison
717,1961,14,Dedicated to the One I Love,The Shirelles
718,1961,15,Last Night,The Mar-Keys
719,1961,16,Will You Love Me Tomorrow,The Shirelles
720,1961,17,Exodus,Ferrante & Teicher
721,1961,18,Where the Boys Are,Connie Francis
722,1961,19,Hit the Road Jack,Ray Charles
723,1961,20,Sad Movies (Make Me Cry),Sue Thompson
724,1961,21,Mother-in-Law,Ernie K-Doe
725,1961,22,Bristol Stomp,The Dovells
726,1961,23,Travelin' Man,Ricky Nelson
727,1961,24,Shop Around,The Miracles
728,1961,25,The Boll Weevil Song,Brook Benton
729,1961,26,A Hundred Pounds of Clay,Gene McDaniels
730,1961,27,The Mountain's High,Dick and Dee Dee
731,1961,28,Don't Worry,Marty Robbins
732,1961,29,On the Rebound,Floyd Cramer
733,1961,30,Portrait of My Love,Steve Lawrence
734,1961,31,Quarter to Three,Gary U.S. Bonds
735,1961,32,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",Barry Mann
736,1961,33,Calendar Girl,Neil Sedaka
737,1961,34,I Like It Like That,Chris Kenner
738,1961,35,Apache,Jørgen Ingmann
739,1961,36,Don't Bet Money Honey,Linda Scott
740,1961,37,Without You,Johnny Tillotson
741,1961,38,Wings of a Dove,Ferlin Husky
742,1961,39,Little Sister,Elvis Presley
743,1961,40,Blue Moon,The Marcels
744,1961,41,Daddy's Home,Shep and the Limelites
745,1961,42,This Time,Troy Shondell
746,1961,43,(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry"
747,1961,44,Asia Minor,Kokomo
748,1961,45,Hello Walls,Faron Young
749,1961,46,Runaround Sue,Dion
750,1961,47,Yellow Bird,Arthur Lyman
751,1961,48,Hurt,Timi Yuro
752,1961,49,Hello Mary Lou,Ricky Nelson
753,1961,50,There's a Moon Out Tonight,The Capris
754,1961,51,Surrender,Elvis Presley
755,1961,52,I Love How You Love Me,The Paris Sisters
756,1961,53,Ya Ya,Lee Dorsey
757,1961,54,School Is Out,Gary U.S. Bonds
758,1961,55,Mexico,Bob Moore
759,1961,56,You Don't Know What You've Got (Until You Lose It),Ral Donner
760,1961,57,Walk Right Back,The Everly Brothers
761,1961,58,The Way You Look Tonight,The Lettermen
762,1961,59,Moody River,Pat Boone
763,1961,60,One Mint Julep,Ray Charles
764,1961,61,Take Good Care of Her,Adam Wade
765,1961,62,Gee Whiz (Look at His Eyes),Carla Thomas
766,1961,63,Stand by Me,Ben E. King
767,1961,64,Spanish Harlem,
768,1961,65,It's Gonna Work Out Fine,Ike and Tina Turner
769,1961,66,Baby Blue,The Echoes
770,1961,67,Baby Sittin' Boogie,Buzz Clifford
771,1961,68,Hats Off to Larry,Del Shannon
772,1961,69,Those Oldies but Goodies,Little Caesar & the Romans
773,1961,70,The Fly,Chubby Checker
774,1961,71,(Marie's the Name) His Latest Flame,Elvis Presley
775,1961,72,Wonderland by Night,Bert Kaempfert
776,1961,73,Bless You,Tony Orlando
777,1961,74,I've Told Every Little Star,Linda Scott
778,1961,75,"""One Track Mind""",Bobby Lewis
779,1961,76,Angel Baby,Rosie and the Originals
780,1961,77,Pretty Little Angel Eyes,Curtis Lee
781,1961,78,Think Twice,Brook Benton
782,1961,79,Does Your Chewing Gum Lose Its Flavour (On the Bedpost Overnight?),Lonnie Donegan
783,1961,80,Breakin' in a Brand New Broken Heart,Connie Francis
784,1961,81,Mama Said,The Shirelles
785,1961,82,"""Let the Four Winds Blow""",Fats Domino
786,1961,83,The Writing on the Wall,Adam Wade
787,1961,84,My Kind of Girl,Matt Monro
788,1961,85,"""Tonight My Love, Tonight""",Paul Anka
789,1961,86,San Antonio Rose,Floyd Cramer
790,1961,87,Big Bad John,Jimmy Dean
791,1961,88,Good Time Baby,Bobby Rydell
792,1961,89,Rubber Ball,Bobby Vee
793,1961,90,Missing You,Ray Peterson
794,1961,91,Dum Dum,Brenda Lee
795,1961,92,I'm Gonna Knock on Your Door,Eddie Hodges
796,1961,93,You Can Depend on Me,Brenda Lee
797,1961,94,Let's Twist Again,Chubby Checker
798,1961,95,Take Five,The Dave Brubeck Quartet
799,1961,96,Are You Lonesome Tonight?,Elvis Presley
800,1961,97,Sea of Heartbreak,Don Gibson
801,1961,98,"""More Money for You and Me""",The Four Preps
802,1961,99,You Must Have Been a Beautiful Baby,Bobby Darin
803,1961,100,Please Stay,The Drifters
804,1962,,,
805,1962,1,Stranger on the Shore,Acker Bilk
806,1962,2,I Can't Stop Loving You,Ray Charles
807,1962,3,Mashed Potato Time,Dee Dee Sharp
808,1962,4,Roses Are Red (My Love),Bobby Vinton
809,1962,5,The Stripper,David Rose
810,1962,6,Johnny Angel,Shelley Fabares
811,1962,7,The Loco-Motion,Little Eva
812,1962,8,Let Me In,The Sensations
813,1962,9,The Twist,Chubby Checker
814,1962,10,Soldier Boy,The Shirelles
815,1962,11,Hey! Baby,Bruce Channel
816,1962,12,The Wanderer,Dion
817,1962,13,Duke of Earl,Gene Chandler
818,1962,14,Palisades Park,Freddy Cannon
819,1962,15,Breaking Up Is Hard to Do,Neil Sedaka
820,1962,16,Wolverton Mountain,Claude King
821,1962,17,Slow Twistin',Chubby Checker
822,1962,18,It Keeps Right On a-Hurtin',Johnny Tillotson
823,1962,19,The One Who Really Loves You,Mary Wells
824,1962,20,Good Luck Charm,Elvis Presley
825,1962,21,Midnight in Moscow,Kenny Ball
826,1962,22,Sheila,Tommy Roe
827,1962,23,Twistin' the Night Away,Sam Cooke
828,1962,24,The Wah-Watusi,The Orlons
829,1962,25,Peppermint Twist,Joey Dee and the Starliters
830,1962,26,Break It to Me Gently,Brenda Lee
831,1962,27,Playboy,The Marvelettes
832,1962,28,Ramblin' Rose,Nat King Cole
833,1962,29,Sealed with a Kiss,Brian Hyland
834,1962,30,She Cried,Jay and the Americans
835,1962,31,Don't Break the Heart That Loves You,Connie Francis
836,1962,32,Dear Lady Twist,Gary U.S. Bonds
837,1962,33,Norman,Sue Thompson
838,1962,34,Love Letters,Ketty Lester
839,1962,35,Party Lights,Claudine Clark
840,1962,36,Cotton Fields,The Highwaymen
841,1962,37,Alley Cat,Bent Fabric
842,1962,38,Twist and Shout,The Isley Brothers
843,1962,39,Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain
844,1962,40,Tuff,Ace Cannon
845,1962,41,Lover Please,Clyde McPhatter
846,1962,42,I Know (You Don't Love Me No More),Barbara George
847,1962,43,Young World,Ricky Nelson
848,1962,44,Baby It's You,The Shirelles
849,1962,45,Speedy Gonzales,Pat Boone
850,1962,46,A Little Bitty Tear,Burl Ives
851,1962,47,Crying in the Rain,The Everly Brothers
852,1962,48,Al di là,Emilio Pericoli
853,1962,49,Shout! Shout! (Knock Yourself Out),Ernie Maresca
854,1962,50,What's Your Name,Don and Juan
855,1962,51,Smoky Places,The Corsairs
856,1962,52,Having a Party,Sam Cooke
857,1962,53,Green Onions,Booker T. & the M.G.'s
858,1962,54,You Don't Know Me,Ray Charles
859,1962,55,Sherry,The Four Seasons
860,1962,56,Johnny Get Angry,Joanie Sommers
861,1962,57,Can't Help Falling in Love,Elvis Presley
862,1962,58,Shout,Joey Dee and the Starliters
863,1962,59,Rinky Dink,"Dave ""Baby"" Cortez"
864,1962,60,Moon River,Henry Mancini
865,1962,61,Ahab the Arab,Ray Stevens
866,1962,62,Things,Bobby Darin
867,1962,63,(The Man Who Shot) Liberty Valance,Gene Pitney
868,1962,64,You Belong to Me,The Duprees
869,1962,65,Dream Baby (How Long Must I Dream),Roy Orbison
870,1962,66,Snap Your Fingers,Joe Henderson
871,1962,67,Lovers Who Wander,Dion
872,1962,68,Let's Dance,Chris Montez
873,1962,69,"""Cindy's Birthday""",Johnny Crawford
874,1962,70,You Beat Me to the Punch,Mary Wells
875,1962,71,You'll Lose a Good Thing,Barbara Lynn
876,1962,72,Uptown,The Crystals
877,1962,73,Everybody Loves Me But You,Brenda Lee
878,1962,74,Patches,Dickey Lee
879,1962,75,Venus in Blue Jeans,Jimmy Clanton
880,1962,76,"""Love Me Warm and Tender""",Paul Anka
881,1962,77,Teen Age Idol,Rick Nelson
882,1962,78,She's Got You,Patsy Cline
883,1962,79,Dear One,Larry Finnegan
884,1962,80,Her Royal Majesty,James Darren
885,1962,81,Old Rivers,Walter Brennan
886,1962,82,Funny Way of Laughin',Burl Ives
887,1962,83,A Swingin' Safari,Billy Vaughn
888,1962,84,"""Tell Me""",Dick and Dee Dee
889,1962,85,PT-109,Jimmy Dean
890,1962,86,Little Diane,Dion
891,1962,87,"""Percolator (Twist)""",Billy Joe and the Checkmates
892,1962,88,"Twist, Twist Senora",Gary U.S. Bonds
893,1962,89,"""Twistin' Matilda""",Jimmy Soul
894,1962,90,"""Gravy (For My Mashed Potatoes)""",Dee Dee Sharp
895,1962,91,"""Walk on the Wild Side""",Jimmy Smith
896,1962,92,Soul Twist,King Curtis
897,1962,93,I'll Never Dance Again,Bobby Rydell
898,1962,94,I'm Blue (The Gong-Gong Song),The Ikettes
899,1962,95,Where Have All the Flowers Gone?,The Kingston Trio
900,1962,96,"""(Girls, Girls, Girls) Made to Love""",Eddie Hodges
901,1962,97,Town Without Pity,Gene Pitney
902,1962,98,If I Had a Hammer,"Peter, Paul and Mary"
903,1962,99,I Wish That We Were Married,Ronnie & the Hi-Lites
904,1962,100,Surfin' Safari,The Beach Boys
905,1963,,,
906,1963,1,Surfin' U.S.A.,The Beach Boys
907,1963,2,The End of the World,Skeeter Davis
908,1963,3,Rhythm of the Rain,The Cascades
909,1963,4,He's So Fine,The Chiffons
910,1963,5,Blue Velvet,Bobby Vinton
911,1963,6,Hey Paula,Paul & Paula
912,1963,7,Fingertips,Little Stevie Wonder
913,1963,8,Can't Get Used to Losing You,Andy Williams
914,1963,9,My Boyfriend's Back,The Angels
915,1963,10,Sukiyaki,Kyu Sakamoto
916,1963,11,So Much in Love,The Tymes
917,1963,12,"Puff, the Magic Dragon","Peter, Paul and Mary"
918,1963,13,Blowin' in the Wind,
919,1963,14,Wipe Out,The Surfaris
920,1963,15,I Love You Because,Al Martino
921,1963,16,Wild Weekend,The Rebels
922,1963,17,You're the Reason I'm Living,Bobby Darin
923,1963,18,Walk Like a Man,The Four Seasons
924,1963,19,Mockingbird,Inez and Charlie Foxx
925,1963,20,I Will Follow Him,Little Peggy March
926,1963,21,Pipeline,The Chantays
927,1963,22,Surf City,Jan and Dean
928,1963,23,It's My Party,Lesley Gore
929,1963,24,Blame It on the Bossa Nova,Eydie Gormé
930,1963,25,You Can't Sit Down,The Dovells
931,1963,26,Heat Wave,Martha and the Vandellas
932,1963,27,Denise,Randy & the Rainbows
933,1963,28,Walk Right In,The Rooftop Singers
934,1963,29,If You Wanna Be Happy,Jimmy Soul
935,1963,30,If I Had a Hammer,Trini Lopez
936,1963,31,Easier Said Than Done,The Essex
937,1963,32,Ruby Baby,Dion
938,1963,33,Our Day Will Come,Ruby & the Romantics
939,1963,34,Hello Stranger,Barbara Lewis
940,1963,35,Be My Baby,The Ronettes
941,1963,36,South Street,The Orlons
942,1963,37,Days of Wine and Roses,Henry Mancini
943,1963,38,The Monkey Time,Major Lance
944,1963,39,Candy Girl,The Four Seasons
945,1963,40,Sugar Shack,Jimmy Gilmer and the Fireballs
946,1963,41,Still,Bill Anderson
947,1963,42,Blue on Blue,Bobby Vinton
948,1963,43,Cry Baby,Garnet Mimms
949,1963,44,Two Faces Have I,Lou Christie
950,1963,45,Busted,Ray Charles
951,1963,46,Da Doo Ron Ron,The Crystals
952,1963,47,Foolish Little Girl,The Shirelles
953,1963,48,Memphis,Lonnie Mack
954,1963,49,In Dreams,Roy Orbison
955,1963,50,More,Kai Winding
956,1963,51,I Can't Stay Mad at You,Skeeter Davis
957,1963,52,Losing You,Brenda Lee
958,1963,53,Mean Woman Blues,Roy Orbison
959,1963,54,Our Winter Love,Bill Pursell
960,1963,55,I Wanna Be Around,Tony Bennett
961,1963,56,You've Really Got a Hold on Me,The Miracles
962,1963,57,Sally Go 'Round the Roses,The Jaynetts
963,1963,58,(You're the) Devil in Disguise,Elvis Presley
964,1963,59,Those Lazy-Hazy-Crazy Days of Summer,Nat King Cole
965,1963,60,Baby Workout,Jackie Wilson
966,1963,61,Pride and Joy,Marvin Gaye
967,1963,62,Deep Purple,Nino Tempo & April Stevens
968,1963,63,From a Jack to a King,Ned Miller
969,1963,64,Up on the Roof,The Drifters
970,1963,65,What Will Mary Say,Johnny Mathis
971,1963,66,"""Mama Didn't Lie""",Jan Bradley
972,1963,67,The Night Has a Thousand Eyes,Bobby Vee
973,1963,68,Don't Say Nothin' Bad (About My Baby),The Cookies
974,1963,69,Ring of Fire,Johnny Cash
975,1963,70,Just One Look,Doris Troy
976,1963,71,"Hello Muddah, Hello Fadduh (A Letter from Camp)",Allan Sherman
977,1963,72,Judy's Turn to Cry,Lesley Gore
978,1963,73,"Tie Me Kangaroo Down, Sport",Rolf Harris
979,1963,74,Fools Rush In,Rick Nelson
980,1963,75,Washington Square,The Village Stompers
981,1963,76,Donna the Prima Donna,Dion
982,1963,77,"That Sunday, That Summer",Nat King Cole
983,1963,78,Another Saturday Night,Sam Cooke
984,1963,79,"""Painted, Tainted Rose""",Al Martino
985,1963,80,Go Away Little Girl,Steve Lawrence
986,1963,81,Take These Chains from My Heart,Ray Charles
987,1963,82,Talk to Me,Sunny & the Sunglows
988,1963,83,Come and Get These Memories,Martha and the Vandellas
989,1963,84,"""Do the Bird""",Dee Dee Sharp
990,1963,85,It's All Right,The Impressions
991,1963,86,Shut Down,The Beach Boys
992,1963,87,One Fine Day,The Chiffons
993,1963,88,Little Town Flirt,Del Shannon
994,1963,89,Fly Me to the Moon,Joe Harnell
995,1963,90,The Reverend Mr. Black,The Kingston Trio
996,1963,91,"""Hot Pastrami""",The Dartells
997,1963,92,Martian Hop,The Ran-Dells
998,1963,93,Wonderful! Wonderful!,The Tymes
999,1963,94,Abilene,George Hamilton IV
1000,1963,95,Part Time Love,Little Johnny Taylor
1001,1963,96,Maria Elena,Los Indios Tabajaras
1002,1963,97,Detroit City,Bobby Bare
1003,1963,98,Twenty Miles,Chubby Checker
1004,1963,99,"Green, Green",The New Christy Minstrels
1005,1963,100,Hey Girl,Freddie Scott
1006,1964,,,
1007,1964,1,I Want to Hold Your Hand,The Beatles
1008,1964,2,She Loves You,
1009,1964,3,"Hello, Dolly!",Louis Armstrong
1010,1964,4,"Oh, Pretty Woman",Roy Orbison
1011,1964,5,I Get Around,The Beach Boys
1012,1964,6,Everybody Loves Somebody,Dean Martin
1013,1964,7,My Guy,Mary Wells
1014,1964,8,We'll Sing in the Sunshine,Gale Garnett
1015,1964,9,Last Kiss,J. Frank Wilson and the Cavaliers
1016,1964,10,Where Did Our Love Go,The Supremes
1017,1964,11,People,Barbra Streisand
1018,1964,12,Java,Al Hirt
1019,1964,13,A Hard Day's Night,The Beatles
1020,1964,14,Love Me Do,
1021,1964,15,Do Wah Diddy Diddy,Manfred Mann
1022,1964,16,Please Please Me,The Beatles
1023,1964,17,Dancing in the Street,Martha and the Vandellas
1024,1964,18,Little Children,Billy J. Kramer
1025,1964,19,Love Me with All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers
1026,1964,20,Under the Boardwalk,The Drifters
1027,1964,21,Chapel of Love,The Dixie Cups
1028,1964,22,Suspicion,Terry Stafford
1029,1964,23,Glad All Over,The Dave Clark Five
